0.000000000000000000e+00,5.344943984084397748e+00,6.762328517308221265e+00,4.780998271491007756e+00,2.016272981518127949e+00,1.483938644621131120e+00,1.765937479357635898e+00,1.668941623604612623e+00,9.865304207169690587e-01,3.128356056941088870e+00,1.580773953796051012e+00,5.745813685806389515e+00,8.801830460023641223e+00,6.238890355584075564e+00,4.907900882454738323e+00,6.117784617408495329e+00,5.487190230983431505e+00,6.164481643090520713e+00,1.681411890049549829e+00,2.307099680551319310e+00,6.995025889873460745e-01,1.013530329590584866e+00,1.176559019841333686e+01,1.103308455582572023e+01,9.872335853687314255e+00,9.679896078367782764e+00,1.147341246112070934e+01,1.238152552022568997e+01,8.408398205068548847e+00,3.663573774335655564e-01,3.402388866664126515e-02,4.822949045967622195e-01,1.310477470237470521e-01,1.485649894154070338e+00,5.582710589220973851e+00,3.653188038959943373e+00,6.283124630707240144e+00,3.943364037975697567e+00,4.141684505005180483e+00,3.497226109933413873e+00,4.291929719951155242e+00,2.830548710232699605e+00,3.456323141142911393e+00,5.092576558089234595e+00,7.125749779988067800e+00,5.095157473621398481e+00,3.078034583301493932e+00,5.929469502071833098e+00,3.618589959224449704e+00,1.272567365603880229e-01,1.294865503440415067e+00,5.435147615290684131e-01
5.344943984084397748e+00,0.000000000000000000e+00,4.235985485338683354e+00,1.840792766174400130e+00,1.390839651433622315e+00,1.400897929186848412e+00,1.507955859765132356e+00,1.327701364012253915e+00,6.134876103068422903e-01,3.252009359611376826e+00,1.912951494680406039e+00,5.051341246045449651e+00,4.394717964443223934e+00,5.005085291580954276e+00,5.402745787004974432e+00,5.095157473621398481e+00,4.540473817565739090e+00,4.966647161919195419e+00,1.451550125899894628e+00,2.098304105462313718e+00,7.276504167524403544e-01,1.263926346350925600e+00,6.511453163695489543e+00,5.292577033260829289e+00,5.069367943935417564e+00,5.269068034481999341e+00,5.276900490913202901e+00,7.480784759970039666e+00,4.592734364950796788e+00,2.596519651379515237e-01,2.136663286528787606e-02,1.060161497131451164e-01,5.926050961643850035e-02,5.656973607857828101e-01,2.822065550797855149e+00,1.443066503318540583e+00,3.370501000148197868e+00,1.448154687870049306e+00,2.295217636739487865e+00,5.002519677622467853e+00,5.400113938797957758e+00,4.081608440798798476e+00,5.126162435682271479e+00,7.004862152890662053e+00,7.099787277376695904e+00,8.463361600274442509e+00,4.943631742757545133e+00,6.924654297291670701e+00,4.168210527312649738e+00,2.196099815582160664e-01,1.120810438477443771e+00,7.989226376815217190e-01
6.762328517308221265e+00,4.235985485338683354e+00,0.000000000000000000e+00,3.465398822646536203e+00,1.605299913100352693e+00,1.439677698306117248e+00,1.526916492805025838e+00,1.312891312714042025e+00,8.114819776187268685e-01,2.945898228893863546e+00,1.720805002317229437e+00,5.025625981308199819e+00,7.366664893695110905e+00,5.558779009099030333e+00,4.148913275545777601e+00,4.323658435168069580e+00,3.609382353949218913e+00,4.057660062646943899e+00,7.547998337307711969e-01,1.670721195172910845e+00,5.276789525838604389e-01,7.589007629459861848e-01,1.296201573182196043e+01,9.975485557304969220e+00,1.423278868026220678e+01,8.292757121307726464e+00,1.595615888840418961e+01,1.543414068223430391e+01,9.920642777209549124e+00,4.045581824657610848e-01,1.773223054215120748e-02,3.181111378119289013e-01,2.333236786097802051e-01,5.819010852370013476e-01,4.695339653741782193e+00,1.142694778582627357e+00,7.598436656641944786e+00,1.829773739018023981e+00,3.738997717169668888e+00,2.714652562668010916e+00,3.898423441982668880e+00,1.851833824078175761e+00,3.451788276241750886e+00,2.958809385715815310e+00,4.655208681896010781e+00,3.556590642736383590e+00,2.054291336690100778e+00,4.389804920608659344e+00,2.583898679708629853e+00,6.520374222389387076e-02,4.752541730484857174e-01,2.205155890181009215e-01
4.780998271491007756e+00,1.840792766174400130e+00,3.465398822646536203e+00,0.000000000000000000e+00,1.738811242199681528e+00,2.664588044707849157e+00,1.584269951428733059e+00,4.933414111140479008e+00,1.417715319801545970e+00,2.604509350530344935e+00,7.947507231830619467e-01,3.508616483601478375e+00,2.958809385715815310e+00,4.132052682989412418e+00,2.598320419039961138e+00,3.517737667450488548e+00,2.598320419039961138e+00,2.796667056515666161e+00,3.613985179133970771e+00,3.818433226730566066e+00,8.283290215850220850e-01,2.311064904324411362e+00,7.958036771465686776e+00,5.331836138517386914e+00,5.492482489457749750e+00,3.458591317718819447e+00,5.444913440542467065e+00,7.784974935862028822e+00,5.810413338825389573e+00,8.968595207723448759e-01,5.731570465413471371e-01,3.294409400787946529e-01,4.647580015448899982e-01,3.388508996003994245e+00,9.644752629850076531e+00,5.165006705900777817e+00,1.129457300228742511e+01,8.111256293139799567e+00,7.636805101087758452e+00,1.976609312686753439e+00,1.911089741482592030e+00,2.956656219447908907e+00,2.402888716524341994e+00,2.575669706891782429e+00,2.259694458992188348e+00,1.907368048384999071e+00,3.529150242197121479e+00,2.263632351774465867e+00,3.834856581412139587e+00,0.000000000000000000e+00,5.421180688374073853e+00,1.807801953754890611e+00
2.016272981518127949e+00,1.390839651433622315e+00,1.605299913100352693e+00,1.738811242199681528e+00,0.000000000000000000e+00,8.156829144955777267e-01,8.495494529455009936e-01,1.188472905875434860e+00,4.929205047469621959e-01,1.270419110766207060e+00,5.681803023688871690e-01,1.647636147636971415e+00,1.347534044096845740e+00,1.640554622985775479e+00,1.379135569478215029e+00,1.835280496000543549e+00,1.490787585472859833e+00,1.621132937176960720e+00,8.184875533567996797e-01,1.350849010067372458e+00,3.493192465353147647e-01,6.835850905337242933e-01,2.666667858395566970e+00,1.931602223802820095e+00,1.855519064844120658e+00,1.676063701355053004e+00,2.012484182298087010e+00,2.581840616304577285e+00,1.886942018982035174e+00,1.651390353611162376e-01,5.867666486773084888e-02,9.554752220753816305e-02,4.687216658103186134e-02,7.767567991334224375e-01,1.795025997861869671e+00,9.775845871330010040e-01,2.291261502317009757e+00,1.587768522486826539e+00,1.607056578966652438e+00,9.070043842231415576e-01,1.045335831204498689e+00,7.975311906126305583e-01,1.267171342400071898e+00,1.432908060902722269e+00,1.404256053574276075e+00,1.065188484259945279e+00,1.040772157102600293e+00,1.436291550138759199e+00,1.513119107010416409e+00,7.009279563550023517e-02,6.096679087831341493e-01,3.760595178957714113e-01
1.483938644621131120e+00,1.400897929186848412e+00,1.439677698306117248e+00,2.664588044707849157e+00,8.156829144955777267e-01,0.000000000000000000e+00,5.316120891778139068e+00,1.082006008707899980e+01,3.643951156643019385e+00,1.316177647963982178e+00,5.496468966527511268e-01,2.326948477298111495e+00,1.995464012454246205e+00,2.152302944057829404e+00,2.065742928827302372e+00,2.943748199829598011e+00,2.664588044707849157e+00,3.128356056941088870e+00,2.567449488305466154e+00,3.196609610196402773e+00,1.091336794944622213e+00,2.107913182272932229e+00,2.293239285159749841e+00,2.255758852359888156e+00,1.838954730546676464e+00,1.773194751007345138e+00,2.088709674416240780e+00,2.997655590457316332e+00,2.526480036533041762e+00,1.542488371106894185e+00,6.763354197437837501e-02,7.822787540256989081e-01,5.252565573127098153e-01,3.630110456721668655e+00,5.447552545501512355e+00,2.911560632890890510e+00,6.458306220054914171e+00,4.803758884769300685e+00,3.556590642736383590e+00,1.083624185315185562e+00,1.139559814577541186e+00,1.460050308379817308e+00,1.607056578966652438e+00,1.443066503318540583e+00,1.156837589292464274e+00,1.043813867028025033e+00,2.423007730899759515e+00,1.275295956239178130e+00,2.125246356778432322e+00,0.000000000000000000e+00,1.756879852465728531e+00,8.396243207530377228e-01
1.765937479357635898e+00,1.507955859765132356e+00,1.526916492805025838e+00,1.584269951428733059e+00,8.495494529455009936e-01,5.316120891778139068e+00,0.000000000000000000e+00,3.298789732007786135e+00,2.472034577541342060e+01,1.544221828624372295e+00,5.632180465858671603e-01,2.465439235714399047e+00,2.571558502737202101e+00,2.879491243952653434e+00,2.142626782246502160e+00,2.618969262897142158e+00,2.029552469634623435e+00,2.376817734072177224e+00,2.423007730899759515e+00,2.748201071246425098e+00,1.141126937724283197e+00,2.165873963092035392e+00,3.006310993061097392e+00,2.577726129750792516e+00,2.358824208795560207e+00,2.098304105462313718e+00,2.461387569441269463e+00,3.891343267305006570e+00,2.342868272865548995e+00,9.985003750625234265e-01,4.156921938165305391e-02,1.236456148838283475e+00,1.577881110857215219e-01,2.834793471665969733e+00,3.205452233928935080e+00,3.637028612067824351e+00,4.122428339098207495e+00,3.673999502041337628e+00,4.199632153772518528e+00,1.217186920731569311e+00,1.317821842283698031e+00,1.589518772459136642e+00,1.737007807984754182e+00,1.255826000686400601e+00,1.470272341098750157e+00,1.238066467117173941e+00,2.195050288489992951e+00,1.497647030845385752e+00,1.982259456277104093e+00,0.000000000000000000e+00,1.626422112183673052e+00,1.288331286587421021e+00
1.668941623604612623e+00,1.327701364012253915e+00,1.312891312714042025e+00,4.933414111140479008e+00,1.188472905875434860e+00,1.082006008707899980e+01,3.298789732007786135e+00,0.000000000000000000e+00,2.396863924172583982e+00,1.221994765537070649e+00,3.140240882480196394e-01,2.003022583247627608e+00,1.062126132340222462e+00,1.603543887768588805e+00,1.861051503048746669e+00,2.542841451408246911e+00,2.179473386164648918e+00,2.386833814072525595e+00,3.922054984698710278e+00,3.950475604151986619e+00,6.586335043102499176e-01,1.846310544030987044e+00,2.104067795485687231e+00,2.012484182298087010e+00,1.829773739018023981e+00,1.477100224426223463e+00,1.829773739018023981e+00,3.145922841234348510e+00,2.585957289670500092e+00,9.084567529607558978e-01,9.078770841914671208e-02,0.000000000000000000e+00,2.097307249784828020e-01,4.014671540238378356e+00,6.632267862503744560e+00,5.030765533793042366e+00,7.157524596115615090e+00,5.071944933455014848e+00,3.458591317718819447e+00,8.954133620847971597e-01,8.311480638249721942e-01,1.755070190904056249e+00,1.013530329590584866e+00,1.354166689887179142e+00,8.058919877998539372e-01,9.084567529607558978e-01,2.360821237832292585e+00,9.332651686417959835e-01,2.040957992953309041e+00,3.273711578621427698e-01,1.594773377317291407e+00,1.105265356826133250e+00
9.865304207169690587e-01,6.134876103068422903e-01,8.114819776187268685e-01,1.417715319801545970e+00,4.929205047469621959e-01,3.643951156643019385e+00,2.472034577541342060e+01,2.396863924172583982e+00,0.000000000000000000e+00,6.651696986483975893e-01,3.130050814284011107e-01,1.392514352888328588e+00,1.589518772459136642e+00,1.807801953754890611e+00,1.226808923997539047e+00,1.621132937176960720e+00,1.563332633510859715e+00,2.075302118487811764e+00,1.693913061818699273e+00,2.885895646588767516e+00,9.985003750625234265e-01,1.885088744860570209e+00,1.738811242199681528e+00,1.656502339267892365e+00,1.273669649084879563e+00,1.119252675672477659e+00,1.528644099520879207e+00,2.220441489434026749e+00,1.267171342400071898e+00,1.144263336824177246e+00,1.103041250361925518e-01,2.751126442023339447e-01,1.569782500858000751e-01,1.360810182207643493e+00,1.920404547224360048e+00,2.445203135733307498e+00,2.958809385715815310e+00,4.316329511402019037e+00,2.075302118487811764e+00,6.875530081382816849e-01,6.521188603314582721e-01,9.288710394882595534e-01,9.361984260828469795e-01,6.835850905337242933e-01,6.020524038653113363e-01,6.045873592790375062e-01,1.535561034605918751e+00,6.224311118509421314e-01,1.010518353618577114e+00,0.000000000000000000e+00,1.238066467117173941e+00,7.061708412275319313e-01
3.128356056941088870e+00,3.252009359611376826e+00,2.945898228893863546e+00,2.604509350530344935e+00,1.270419110766207060e+00,1.316177647963982178e+00,1.544221828624372295e+00,1.221994765537070649e+00,6.651696986483975893e-01,0.000000000000000000e+00,1.987914973282308040e+00,5.159821824055556228e+00,2.504040651427208886e+00,3.522301218663730360e+00,4.084005861283747763e+00,4.637687520844845146e+00,3.449521588133635408e+00,3.363756252316746131e+00,1.249358235255204841e+00,2.561290074942703665e+00,6.391545102711863047e-01,1.330999999999999961e+00,4.272443111031439145e+00,3.012808001848109374e+00,3.054064116059124423e+00,3.115202503369564280e+00,3.187775132596400329e+00,4.194792938989956532e+00,2.958809385715815310e+00,1.434253255181943132e-01,0.000000000000000000e+00,1.265029960119522234e-01,9.899668681324642894e-02,4.497354811441943157e-01,2.534656343372805321e+00,8.325587817085350339e-01,3.045363081965761332e+00,1.511397370978261101e+00,1.811457770967902059e+00,2.493863011273874886e+00,2.708377522983086649e+00,3.069310822969873342e+00,4.859547397546402081e+00,2.775560191204651250e+00,3.359262256359273557e+00,3.565753174856610919e+00,3.841902351309829378e+00,3.229811391552144695e+00,4.318772025472055631e+00,3.232446612088125115e-01,6.651696986483975893e-01,3.620725231220949802e-01
1.580773953796051012e+00,1.912951494680406039e+00,1.720805002317229437e+00,7.947507231830619467e-01,5.681803023688871690e-01,5.496468966527511268e-01,5.632180465858671603e-01,3.140240882480196394e-01,3.130050814284011107e-01,1.987914973282308040e+00,0.000000000000000000e+00,2.400879892247839820e+00,2.283356061590044561e+00,2.255758852359888156e+00,2.752404284257674139e+00,2.160054330566710590e+00,2.010590673657868255e+00,2.275459733768101511e+00,6.237122734081798070e-01,1.117695635224545292e+00,7.534345041209620231e-01,9.274078665829829093e-01,2.465439235714399047e+00,2.065742928827302372e+00,1.807801953754890611e+00,1.857362600840234190e+00,2.018168271725625740e+00,2.384829475035898483e+00,1.577280531484491544e+00,3.748236918872658446e-02,1.220151629921461742e-02,2.391206808287397317e-02,2.610501867457673195e-02,3.493192465353147647e-01,7.836612788698953391e-01,5.252565573127098153e-01,1.105265356826133250e+00,5.060117340536679498e-01,7.795161467217981421e-01,1.030149503712932013e+00,1.460050308379817308e+00,1.088249563289597655e+00,1.552898844419687174e+00,1.205993215984235922e+00,1.638785831034671681e+00,1.628186446326095549e+00,1.424460984372685424e+00,1.720805002317229437e+00,1.148973312570835903e+00,9.761213039371693934e-02,2.444922718615048784e-01,1.434253255181943132e-01
5.745813685806389515e+00,5.051341246045449651e+00,5.025625981308199819e+00,3.508616483601478375e+00,1.647636147636971415e+00,2.326948477298111495e+00,2.465439235714399047e+00,2.003022583247627608e+00,1.392514352888328588e+00,5.159821824055556228e+00,2.400879892247839820e+00,0.000000000000000000e+00,1.025446478369300252e+01,2.788678471132876879e+01,1.625921482212471503e+01,2.156673579826117404e+01,1.899452726863714247e+01,2.033044858946796651e+01,1.243708953220165725e+01,1.958183685523398410e+01,4.007521636498049489e+00,7.056586698893452692e+00,8.564437334466287410e+00,8.490888029411292948e+00,6.768002404845907982e+00,6.472278178276949845e+00,7.970018757819834043e+00,9.917419870914006452e+00,5.899630041367001532e+00,7.919734945059714315e-01,7.320775232173160063e-02,2.577404217424966171e-01,1.810193359837561633e-01,1.259064055558731132e+00,5.193554563013659475e+00,3.010641812803376283e+00,5.932184667809996981e+00,3.529150242197121479e+00,4.505744372686937282e+00,5.095157473621398481e+00,4.788581138604628862e+00,3.787995116153135111e+00,7.212519243440532968e+00,4.463692578012064871e+00,5.556122060664254292e+00,5.344943984084397748e+00,4.223856105148469986e+00,5.100320612177238644e+00,4.813886273168488827e+00,2.370271862044520950e-01,1.980375477781928018e+00,9.925093828271851493e-01
